uID,variable,factor,.id,source,haus1.1,haus1.1t_1,haus2.1,haus2.1t_1,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
1351,No,GreaterGood,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,,,2,45.782,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Huang|VanLange|Kay|Miyamoto|Rottenstrich|Inbar|Critcher|Hauser|Bauer|Anderson|Alter|Ross.Slate1,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing,9,Order,all,TRUE
1395,No,GreaterGood,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,,,2,47.764,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Bauer|Huang|Anderson|VanLange|Graham|Critcher|Ross.Slate1|Hauser|Miyamoto|Kay|Inbar|Rottenstrich,ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood,9,Order,all,TRUE
1429,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,,,2,40.1,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Miyamoto|Huang|Ross.Slate1|VanLange|Rottenstrich|Graham|Bauer|Hauser|Alter|Critcher|Inbar|Kay,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,9,Order,all,TRUE
1476,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,,,2,26.912,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Anderson|Critcher|VanLange|Kay|Alter|Miyamoto|Graham|Hauser|Ross.Slate1|Bauer|Inbar|Rottenstrich,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,9,Order,all,TRUE
1556,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,vuamsterdam,,,2,71.247,vuamsterdam,vuamsterdam,vuamsterdam,The Netherlands,"Department of Experimental and Applied Psychology, VU Amsterdam, 1081BT, Amsterdam, The Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Critcher|Anderson|VanLange|Graham|Bauer|Alter|Huang|Hauser|Ross.Slate1|Kay|Miyamoto|Rottenstrich,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,9,Order,all,TRUE
1560,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,vuamsterdam,,,2,53.759,vuamsterdam,vuamsterdam,vuamsterdam,The Netherlands,"Department of Experimental and Applied Psychology, VU Amsterdam, 1081BT, Amsterdam, The Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Huang|Anderson|Alter|Ross.Slate1|Graham|VanLange|Rottenstrich|Hauser|Kay|Miyamoto|Inbar|Critcher,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE,9,Order,all,TRUE
1577,Yes,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,vuamsterdam,,,1,29.407,vuamsterdam,vuamsterdam,vuamsterdam,The Netherlands,"Department of Experimental and Applied Psychology, VU Amsterdam, 1081BT, Amsterdam, The Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Anderson|Alter|Kay|Rottenstrich|Bauer|Critcher|Ross.Slate1|Hauser|VanLange|Miyamoto|Huang|Inbar,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
1593,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,vuamsterdam,,,2,44.943,vuamsterdam,vuamsterdam,vuamsterdam,The Netherlands,"Department of Experimental and Applied Psychology, VU Amsterdam, 1081BT, Amsterdam, The Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Critcher|Graham|Ross.Slate1|Huang|Kay|VanLange|Bauer|Hauser|Anderson|Miyamoto|Alter|Inbar,ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
1677,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,,,2,42.476,eindhoven,eindhoven,eindhoven,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Miyamoto|Anderson|Alter|Ross.Slate1|Huang|VanLange|Graham|Hauser|Critcher|Inbar|Kay|Rottenstrich,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
1687,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,45.941,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Alter|Anderson|Rottenstrich|Critcher|Inbar|Huang|Miyamoto|Hauser|Kay|Graham|Ross.Slate1|VanLange,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
1726,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,50.14,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Anderson|Rottenstrich|Huang|Critcher|Kay|Alter|Graham|Hauser|Ross.Slate1|Inbar|Bauer|Miyamoto,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,9,Order,all,TRUE
1738,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,37.469,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Inbar|Huang|Graham|Rottenstrich|Critcher|Bauer|VanLange|Hauser|Miyamoto|Ross.Slate1|Anderson|Alter,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection,9,Order,all,TRUE
1747,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,29.047,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Miyamoto|Kay|Huang|Bauer|Critcher|Anderson|Ross.Slate1|Hauser|Graham|Inbar|VanLange|Rottenstrich,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection,9,Order,all,TRUE
1773,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,51.024,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Ross.Slate1|Alter|Miyamoto|Rottenstrich|Inbar|Bauer|Huang|Hauser|Critcher|Graham|Kay|Anderson,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,9,Order,all,TRUE
1792,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburg,,,2,51.699,tilburg,tilburg,tilburg,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Inbar|Critcher|Kay|Bauer|Anderson|VanLange|Huang|Hauser|Graham|Rottenstrich|Miyamoto|Alter,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five,9,Order,all,TRUE
1819,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,,,2,41.789,eindhoven,eindhoven,eindhoven,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Huang|Critcher|Anderson|Alter|Bauer|Inbar|VanLange|Hauser|Graham|Rottenstrich|Ross.Slate1|Miyamoto,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood,9,Order,all,TRUE
1822,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,,,2,43.547,eindhoven,eindhoven,eindhoven,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Anderson|Ross.Slate1|Rottenstrich|Miyamoto|Critcher|Graham|Inbar|Hauser|VanLange|Bauer|Huang|Alter,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,9,Order,all,TRUE
1852,Yes,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,,,1,36.123,eindhoven,eindhoven,eindhoventab,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,In a classroom,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Kay|Critcher|Inbar|Huang|Ross.Slate1|VanLange|Alter|Hauser|Rottenstrich|Bauer|Graham|Miyamoto,ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
1890,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,,,2,43.631,eindhoven,eindhoven,eindhoventab,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,In a classroom,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Critcher|Rottenstrich|Huang|Alter|VanLange|Ross.Slate1|Inbar|Hauser|Graham|Miyamoto|Kay|Anderson,ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing,9,Order,all,TRUE
1898,Yes,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,,,1,29.667,eindhoven,eindhoven,eindhoventab,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,In a classroom,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Anderson|Graham|VanLange|Kay|Critcher|Huang|Rottenstrich|Hauser|Inbar|Bauer|Miyamoto|Alter,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood,9,Order,all,TRUE
1910,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,23.67,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Rottenstrich|Critcher|Miyamoto|Alter|Graham|Huang|Anderson|Hauser|Bauer|VanLange|Ross.Slate1|Inbar,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood,9,Order,all,TRUE
1918,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,40.935,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Graham|Inbar|Ross.Slate1|Critcher|Alter|Huang|Bauer|Hauser|Miyamoto|Anderson|Kay|Rottenstrich,ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing,9,Order,all,TRUE
1932,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_tilburgcomm_r.csv,tilburgcomm,,,2,46.847,tilburgcomm,tilburgcomm,tilburgcomm,The Netherlands,"Department of Communication and Information Sciences, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Anderson|Critcher|Kay|Huang|Rottenstrich|Ross.Slate1|VanLange|Hauser|Inbar|Bauer|Graham|Miyamoto,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five,9,Order,all,TRUE
1958,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_tilburgcomm_r.csv,tilburgcomm,,,2,12.46,tilburgcomm,tilburgcomm,tilburgcomm,The Netherlands,"Department of Communication and Information Sciences, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Bauer|Ross.Slate1|Alter|Huang|Kay|Critcher|Anderson|Hauser|Rottenstrich|Miyamoto|VanLange|Graham,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE,9,Order,all,TRUE
1961,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_tilburgcomm_r.csv,tilburgcomm,,,2,18.755,tilburgcomm,tilburgcomm,tilburgcomm,The Netherlands,"Department of Communication and Information Sciences, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Inbar|Bauer|Rottenstrich|Miyamoto|Ross.Slate1|Anderson|Alter|Hauser|Kay|VanLange|Huang|Critcher,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE,9,Order,all,TRUE
1962,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_tilburgcomm_r.csv,tilburgcomm,,,2,55.612,tilburgcomm,tilburgcomm,tilburgcomm,The Netherlands,"Department of Communication and Information Sciences, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Critcher|Miyamoto|Inbar|Anderson|Kay|Rottenstrich|Graham|Hauser|Bauer|VanLange|Huang|Alter,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood,9,Order,all,TRUE
2021,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_tilburgcomm_r.csv,tilburgcomm,,,2,65.112,tilburgcomm,tilburgcomm,tilburgcomm,The Netherlands,"Department of Communication and Information Sciences, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Kay|Critcher|Graham|Huang|Anderson|Miyamoto|VanLange|Hauser|Alter|Inbar|Ross.Slate1|Rottenstrich,ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,9,Order,all,TRUE
2097,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,55.596,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Kay|Huang|Critcher|Bauer|Anderson|Graham|Rottenstrich|Hauser|VanLange|Alter|Miyamoto|Inbar,ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
2122,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,42.907,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Kay|Miyamoto|Inbar|Ross.Slate1|Bauer|Alter|Critcher|Hauser|Rottenstrich|Anderson|Huang|VanLange,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE,9,Order,all,TRUE
2143,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,40.681,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Huang|Graham|Miyamoto|Alter|Rottenstrich|Bauer|VanLange|Hauser|Kay|Anderson|Ross.Slate1|Critcher,ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
2166,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,26.157,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Rottenstrich|Alter|Graham|Ross.Slate1|Inbar|Bauer|Critcher|Hauser|Miyamoto|Anderson|VanLange|Huang,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing,9,Order,all,TRUE
